QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote,isValid
USYANK.768530.Q09A,Gerald Ford,40,"If the (1976 Presidential) election were held today--and you had to choose between the Democratic ticket, headed by Jimmy Carter and the Republican ticket, headed by Gerald Ford, for whom would you vote--Carter or Ford?",,,08/24/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",08/20/1976,08/24/1976,Y,Registered voters,1544,,Telephone Interview,,True
USYANK.768530.Q09A,Not sure,14,"If the (1976 Presidential) election were held today--and you had to choose between the Democratic ticket, headed by Jimmy Carter and the Republican ticket, headed by Gerald Ford, for whom would you vote--Carter or Ford?",,,08/24/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",08/20/1976,08/24/1976,Y,Registered voters,1544,,Telephone Interview,,True
USHARRIS.091376.R1L,Ford,31,"Now, if you had to choose, who do you think could do a better job as President on...Restoring integrity to government--Gerald Ford or Jimmy Carter?",,,09/13/1976,Louis Harris & Associates,,Harris Survey,08/1/1976,08/31/1976,N,Likely voters,1381,,Telephone Interview,Exact interview dates unknown (late August),False
USHARRIS.091376.R1L,Carter,48,"Now, if you had to choose, who do you think could do a better job as President on...Restoring integrity to government--Gerald Ford or Jimmy Carter?",,,09/13/1976,Louis Harris & Associates,,Harris Survey,08/1/1976,08/31/1976,N,Likely voters,1381,,Telephone Interview,Exact interview dates unknown (late August),False
USHARRIS.091376.R1L,Not sure,21,"Now, if you had to choose, who do you think could do a better job as President on...Restoring integrity to government--Gerald Ford or Jimmy Carter?",,,09/13/1976,Louis Harris & Associates,,Harris Survey,08/1/1976,08/31/1976,N,Likely voters,1381,,Telephone Interview,Exact interview dates unknown (late August),False
USABCHS.092676.R4J,Ford,27,"(I want to go over some of the question areas asked about in (the first 1976 presidential) debate. For each one, tell me who you personally think was more effective on that question--Ford or Carter?)...The real costs of each candidate's program",,,09/26/1976,ABC News; Louis Harris and Associates,,Harris Survey,09/24/1976,09/24/1976,Y,Likely voters,1516,,Telephone Interview,,False
USABCHS.092676.R4J,Carter,25,"(I want to go over some of the question areas asked about in (the first 1976 presidential) debate. For each one, tell me who you personally think was more effective on that question--Ford or Carter?)...The real costs of each candidate's program",,,09/26/1976,ABC News; Louis Harris and Associates,,Harris Survey,09/24/1976,09/24/1976,Y,Likely voters,1516,,Telephone Interview,,False
USABCHS.092676.R4J,No difference (vol.),11,"(I want to go over some of the question areas asked about in (the first 1976 presidential) debate. For each one, tell me who you personally think was more effective on that question--Ford or Carter?)...The real costs of each candidate's program",,,09/26/1976,ABC News; Louis Harris and Associates,,Harris Survey,09/24/1976,09/24/1976,Y,Likely voters,1516,,Telephone Interview,,False
USABCHS.092676.R4J,Not sure,37,"(I want to go over some of the question areas asked about in (the first 1976 presidential) debate. For each one, tell me who you personally think was more effective on that question--Ford or Carter?)...The real costs of each candidate's program",,,09/26/1976,ABC News; Louis Harris and Associates,,Harris Survey,09/24/1976,09/24/1976,Y,Likely voters,1516,,Telephone Interview,,False
USCBSNYT.092676.R09E,Ford,37,"(Now, I would like to read you a list of sentences that people have used about candidates for public office. For each sentence, I would like you to tell me whether it fits Gerald Ford or Jimmy Carter better. If you feel the sentence fits neither person, or fits other people equally, just say so.)...Somehow, I'm more comfortable with him as a person...more at ease.",,,09/30/1976,CBS News; New York Times,,CBS News/New York Times Poll,09/24/1976,09/25/1976,Y,Registered Voters,1167,,Telephone Interview,,False
USCBSNYT.092676.R09E,Carter,42,"(Now, I would like to read you a list of sentences that people have used about candidates for public office. For each sentence, I would like you to tell me whether it fits Gerald Ford or Jimmy Carter better. If you feel the sentence fits neither person, or fits other people equally, just say so.)...Somehow, I'm more comfortable with him as a person...more at ease.",,,09/30/1976,CBS News; New York Times,,CBS News/New York Times Poll,09/24/1976,09/25/1976,Y,Registered Voters,1167,,Telephone Interview,,False
USCBSNYT.092676.R09E,Neither (vol.),7,"(Now, I would like to read you a list of sentences that people have used about candidates for public office. For each sentence, I would like you to tell me whether it fits Gerald Ford or Jimmy Carter better. If you feel the sentence fits neither person, or fits other people equally, just say so.)...Somehow, I'm more comfortable with him as a person...more at ease.",,,09/30/1976,CBS News; New York Times,,CBS News/New York Times Poll,09/24/1976,09/25/1976,Y,Registered Voters,1167,,Telephone Interview,,False
USCBSNYT.092676.R09E,Both (vol.)/Don't know/No answer,13,"(Now, I would like to read you a list of sentences that people have used about candidates for public office. For each sentence, I would like you to tell me whether it fits Gerald Ford or Jimmy Carter better. If you feel the sentence fits neither person, or fits other people equally, just say so.)...Somehow, I'm more comfortable with him as a person...more at ease.",,,09/30/1976,CBS News; New York Times,,CBS News/New York Times Poll,09/24/1976,09/25/1976,Y,Registered Voters,1167,,Telephone Interview,,False
USHARRIS.091376.R1A,Ford,44,"Now, if you had to choose, who do you think could do a better job as President on...Keeping the military defense of the country strong--Gerald Ford or Jimmy Carter?",,,09/13/1976,Louis Harris & Associates,,Harris Survey,08/1/1976,08/31/1976,N,Likely voters,1381,,Telephone Interview,Exact interview dates unknown (late August),False
USHARRIS.091376.R1A,Carter,34,"Now, if you had to choose, who do you think could do a better job as President on...Keeping the military defense of the country strong--Gerald Ford or Jimmy Carter?",,,09/13/1976,Louis Harris & Associates,,Harris Survey,08/1/1976,08/31/1976,N,Likely voters,1381,,Telephone Interview,Exact interview dates unknown (late August),False
USHARRIS.091376.R1A,Not sure,22,"Now, if you had to choose, who do you think could do a better job as President on...Keeping the military defense of the country strong--Gerald Ford or Jimmy Carter?",,,09/13/1976,Louis Harris & Associates,,Harris Survey,08/1/1976,08/31/1976,N,Likely voters,1381,,Telephone Interview,Exact interview dates unknown (late August),False
USCAMREP.76JUL.R381,Carter,43,"(Please look at this card. On this card are listed some of the problems which the President must deal with. Regardless of how you are going to vote this year (1976), I'd like you to tell me whether Jimmy Carter or Gerald Ford would do a better job, from your point of view, in dealing with each problem, or issue.)...Making the Federal government more responsive to people like you",,,07/1/1976,Cambridge Reports/Research International,,Cambridge Reports/National Omnibus Survey,07/1/1976,07/31/1976,N,National adult,1500,,Face-to-face interview,Sample size is approximate.,False
USCAMREP.76JUL.R381,Ford,23,"(Please look at this card. On this card are listed some of the problems which the President must deal with. Regardless of how you are going to vote this year (1976), I'd like you to tell me whether Jimmy Carter or Gerald Ford would do a better job, from your point of view, in dealing with each problem, or issue.)...Making the Federal government more responsive to people like you",,,07/1/1976,Cambridge Reports/Research International,,Cambridge Reports/National Omnibus Survey,07/1/1976,07/31/1976,N,National adult,1500,,Face-to-face interview,Sample size is approximate.,False
USCAMREP.76JUL.R381,Both (vol.),8,"(Please look at this card. On this card are listed some of the problems which the President must deal with. Regardless of how you are going to vote this year (1976), I'd like you to tell me whether Jimmy Carter or Gerald Ford would do a better job, from your point of view, in dealing with each problem, or issue.)...Making the Federal government more responsive to people like you",,,07/1/1976,Cambridge Reports/Research International,,Cambridge Reports/National Omnibus Survey,07/1/1976,07/31/1976,N,National adult,1500,,Face-to-face interview,Sample size is approximate.,False
USCAMREP.76JUL.R381,Neither (vol.),12,"(Please look at this card. On this card are listed some of the problems which the President must deal with. Regardless of how you are going to vote this year (1976), I'd like you to tell me whether Jimmy Carter or Gerald Ford would do a better job, from your point of view, in dealing with each problem, or issue.)...Making the Federal government more responsive to people like you",,,07/1/1976,Cambridge Reports/Research International,,Cambridge Reports/National Omnibus Survey,07/1/1976,07/31/1976,N,National adult,1500,,Face-to-face interview,Sample size is approximate.,False
USCAMREP.76JUL.R381,Don't know,14,"(Please look at this card. On this card are listed some of the problems which the President must deal with. Regardless of how you are going to vote this year (1976), I'd like you to tell me whether Jimmy Carter or Gerald Ford would do a better job, from your point of view, in dealing with each problem, or issue.)...Making the Federal government more responsive to people like you",,,07/1/1976,Cambridge Reports/Research International,,Cambridge Reports/National Omnibus Survey,07/1/1976,07/31/1976,N,National adult,1500,,Face-to-face interview,Sample size is approximate.,False
USYANK.768460.Q11C,Yes,62,"Is there anyone on the list I just read whom you would be enthusiastic about as having as the next President of the United States? (If yes, ask:) Who would that be?",Adds to more than 100% due to multiple responses * = less than .5 percent,,01/28/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",01/21/1976,01/28/1976,Y,National adult,951,,Telephone Interview,,False
USYANK.768460.Q11C,No,38,"Is there anyone on the list I just read whom you would be enthusiastic about as having as the next President of the United States? (If yes, ask:) Who would that be?",Adds to more than 100% due to multiple responses * = less than .5 percent,,01/28/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",01/21/1976,01/28/1976,Y,National adult,951,,Telephone Interview,,False
USYANK.768460.Q11C,Governor Ronald Reagan,14,"Is there anyone on the list I just read whom you would be enthusiastic about as having as the next President of the United States? (If yes, ask:) Who would that be?",Adds to more than 100% due to multiple responses * = less than .5 percent,,01/28/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",01/21/1976,01/28/1976,Y,National adult,951,,Telephone Interview,,False
USYANK.768460.Q11C,Senator Edward Kennedy,15,"Is there anyone on the list I just read whom you would be enthusiastic about as having as the next President of the United States? (If yes, ask:) Who would that be?",Adds to more than 100% due to multiple responses * = less than .5 percent,,01/28/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",01/21/1976,01/28/1976,Y,National adult,951,,Telephone Interview,,False
USYANK.768460.Q11C,Senator Hubert Humphrey,7,"Is there anyone on the list I just read whom you would be enthusiastic about as having as the next President of the United States? (If yes, ask:) Who would that be?",Adds to more than 100% due to multiple responses * = less than .5 percent,,01/28/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",01/21/1976,01/28/1976,Y,National adult,951,,Telephone Interview,,False
USYANK.768460.Q11C,Senator Lloyd Bentsen,*,"Is there anyone on the list I just read whom you would be enthusiastic about as having as the next President of the United States? (If yes, ask:) Who would that be?",Adds to more than 100% due to multiple responses * = less than .5 percent,,01/28/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",01/21/1976,01/28/1976,Y,National adult,951,,Telephone Interview,,False
USYANK.768460.Q11C,Senator Henry Jackson,2,"Is there anyone on the list I just read whom you would be enthusiastic about as having as the next President of the United States? (If yes, ask:) Who would that be?",Adds to more than 100% due to multiple responses * = less than .5 percent,,01/28/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",01/21/1976,01/28/1976,Y,National adult,951,,Telephone Interview,,False
USYANK.768460.Q11C,President Gerald Ford,12,"Is there anyone on the list I just read whom you would be enthusiastic about as having as the next President of the United States? (If yes, ask:) Who would that be?",Adds to more than 100% due to multiple responses * = less than .5 percent,,01/28/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",01/21/1976,01/28/1976,Y,National adult,951,,Telephone Interview,,False
USYANK.768460.Q11C,Former Governor Jimmy Carter,3,"Is there anyone on the list I just read whom you would be enthusiastic about as having as the next President of the United States? (If yes, ask:) Who would that be?",Adds to more than 100% due to multiple responses * = less than .5 percent,,01/28/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",01/21/1976,01/28/1976,Y,National adult,951,,Telephone Interview,,False
USYANK.768460.Q11C,Congressman Morris Udall,1,"Is there anyone on the list I just read whom you would be enthusiastic about as having as the next President of the United States? (If yes, ask:) Who would that be?",Adds to more than 100% due to multiple responses * = less than .5 percent,,01/28/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",01/21/1976,01/28/1976,Y,National adult,951,,Telephone Interview,,False
USYANK.768460.Q11C,Governor George Wallace,5,"Is there anyone on the list I just read whom you would be enthusiastic about as having as the next President of the United States? (If yes, ask:) Who would that be?",Adds to more than 100% due to multiple responses * = less than .5 percent,,01/28/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",01/21/1976,01/28/1976,Y,National adult,951,,Telephone Interview,,False
USYANK.768460.Q11C,Senator Edmund Muskie,4,"Is there anyone on the list I just read whom you would be enthusiastic about as having as the next President of the United States? (If yes, ask:) Who would that be?",Adds to more than 100% due to multiple responses * = less than .5 percent,,01/28/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",01/21/1976,01/28/1976,Y,National adult,951,,Telephone Interview,,False
USYANK.768460.Q11C,Peace Corps Director Sargent Shriver,1,"Is there anyone on the list I just read whom you would be enthusiastic about as having as the next President of the United States? (If yes, ask:) Who would that be?",Adds to more than 100% due to multiple responses * = less than .5 percent,,01/28/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",01/21/1976,01/28/1976,Y,National adult,951,,Telephone Interview,,False
USYANK.768460.Q11C,Senator Frank Church,1,"Is there anyone on the list I just read whom you would be enthusiastic about as having as the next President of the United States? (If yes, ask:) Who would that be?",Adds to more than 100% due to multiple responses * = less than .5 percent,,01/28/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",01/21/1976,01/28/1976,Y,National adult,951,,Telephone Interview,,False
USYANK.768460.Q11C,Governor Milton Shapp,*,"Is there anyone on the list I just read whom you would be enthusiastic about as having as the next President of the United States? (If yes, ask:) Who would that be?",Adds to more than 100% due to multiple responses * = less than .5 percent,,01/28/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",01/21/1976,01/28/1976,Y,National adult,951,,Telephone Interview,,False
USYANK.768460.Q11C,Former Governor Terry Sanford,*,"Is there anyone on the list I just read whom you would be enthusiastic about as having as the next President of the United States? (If yes, ask:) Who would that be?",Adds to more than 100% due to multiple responses * = less than .5 percent,,01/28/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",01/21/1976,01/28/1976,Y,National adult,951,,Telephone Interview,,False
USYANK.768460.Q11C,Former Senator Frank Harris,*,"Is there anyone on the list I just read whom you would be enthusiastic about as having as the next President of the United States? (If yes, ask:) Who would that be?",Adds to more than 100% due to multiple responses * = less than .5 percent,,01/28/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",01/21/1976,01/28/1976,Y,National adult,951,,Telephone Interview,,False
USYANK.768460.Q11C,Senator Birch Bayh,1,"Is there anyone on the list I just read whom you would be enthusiastic about as having as the next President of the United States? (If yes, ask:) Who would that be?",Adds to more than 100% due to multiple responses * = less than .5 percent,,01/28/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",01/21/1976,01/28/1976,Y,National adult,951,,Telephone Interview,,False
USYANK.768460.Q11C,Senator Robert Byrd,*,"Is there anyone on the list I just read whom you would be enthusiastic about as having as the next President of the United States? (If yes, ask:) Who would that be?",Adds to more than 100% due to multiple responses * = less than .5 percent,,01/28/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",01/21/1976,01/28/1976,Y,National adult,951,,Telephone Interview,,False
USYANK.768460.Q11C,Not enthusiastic about any,38,"Is there anyone on the list I just read whom you would be enthusiastic about as having as the next President of the United States? (If yes, ask:) Who would that be?",Adds to more than 100% due to multiple responses * = less than .5 percent,,01/28/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",01/21/1976,01/28/1976,Y,National adult,951,,Telephone Interview,,False
USCBSNYT.090976.R05,Agree,56,Do you agree or disagree with the following statement: 'At least I know what kind of President Gerald Ford will be...I'm not so sure about Jimmy Carter.',,,09/9/1976,CBS News; New York Times,,CBS News/New York Times Poll,08/29/1976,09/5/1976,Y,National Adult,1703,,Telephone Interview,,False
USCBSNYT.090976.R05,Disagree,33,Do you agree or disagree with the following statement: 'At least I know what kind of President Gerald Ford will be...I'm not so sure about Jimmy Carter.',,,09/9/1976,CBS News; New York Times,,CBS News/New York Times Poll,08/29/1976,09/5/1976,Y,National Adult,1703,,Telephone Interview,,False
USCBSNYT.090976.R05,Don't know,11,Do you agree or disagree with the following statement: 'At least I know what kind of President Gerald Ford will be...I'm not so sure about Jimmy Carter.',,,09/9/1976,CBS News; New York Times,,CBS News/New York Times Poll,08/29/1976,09/5/1976,Y,National Adult,1703,,Telephone Interview,,False
USHARRIS.091376.R1T,Ford,22,"Now, if you had to choose, who do you think could do a better job as President on...Curbing big business abuses--Gerald Ford or Jimmy Carter?",,,09/13/1976,Louis Harris & Associates,,Harris Survey,08/1/1976,08/31/1976,N,Likely voters,1381,,Telephone Interview,Exact interview dates unknown (late August),False
USHARRIS.091376.R1T,Carter,53,"Now, if you had to choose, who do you think could do a better job as President on...Curbing big business abuses--Gerald Ford or Jimmy Carter?",,,09/13/1976,Louis Harris & Associates,,Harris Survey,08/1/1976,08/31/1976,N,Likely voters,1381,,Telephone Interview,Exact interview dates unknown (late August),False
USHARRIS.091376.R1T,Not sure,25,"Now, if you had to choose, who do you think could do a better job as President on...Curbing big business abuses--Gerald Ford or Jimmy Carter?",,,09/13/1976,Louis Harris & Associates,,Harris Survey,08/1/1976,08/31/1976,N,Likely voters,1381,,Telephone Interview,Exact interview dates unknown (late August),False
USGALLUP.948.Q005,Gerald Ford,44,"Suppose the (1976) Presidential election were being held today. If President Ford were the Republican candidate and Jimmy Carter were the Democratic candidate, which would you like to see win? (If 'Undecided' or 'Other', ask:) As of today, do you lean more to Ford, the Republican, or to Carter, the Democrat?",,,03/29/1976,Gallup Organization,,Gallup Poll (AIPO),03/26/1976,03/29/1976,Y,National Adult,1544,,Face-to-face interview,,True
USGALLUP.948.Q005,Jimmy Carter,43,"Suppose the (1976) Presidential election were being held today. If President Ford were the Republican candidate and Jimmy Carter were the Democratic candidate, which would you like to see win? (If 'Undecided' or 'Other', ask:) As of today, do you lean more to Ford, the Republican, or to Carter, the Democrat?",,,03/29/1976,Gallup Organization,,Gallup Poll (AIPO),03/26/1976,03/29/1976,Y,National Adult,1544,,Face-to-face interview,,True
USGALLUP.948.Q005,Leans toward Ford,2,"Suppose the (1976) Presidential election were being held today. If President Ford were the Republican candidate and Jimmy Carter were the Democratic candidate, which would you like to see win? (If 'Undecided' or 'Other', ask:) As of today, do you lean more to Ford, the Republican, or to Carter, the Democrat?",,,03/29/1976,Gallup Organization,,Gallup Poll (AIPO),03/26/1976,03/29/1976,Y,National Adult,1544,,Face-to-face interview,,True
USGALLUP.948.Q005,Leans toward Carter,3,"Suppose the (1976) Presidential election were being held today. If President Ford were the Republican candidate and Jimmy Carter were the Democratic candidate, which would you like to see win? (If 'Undecided' or 'Other', ask:) As of today, do you lean more to Ford, the Republican, or to Carter, the Democrat?",,,03/29/1976,Gallup Organization,,Gallup Poll (AIPO),03/26/1976,03/29/1976,Y,National Adult,1544,,Face-to-face interview,,True
USGALLUP.948.Q005,Leans toward other candidate,2,"Suppose the (1976) Presidential election were being held today. If President Ford were the Republican candidate and Jimmy Carter were the Democratic candidate, which would you like to see win? (If 'Undecided' or 'Other', ask:) As of today, do you lean more to Ford, the Republican, or to Carter, the Democrat?",,,03/29/1976,Gallup Organization,,Gallup Poll (AIPO),03/26/1976,03/29/1976,Y,National Adult,1544,,Face-to-face interview,,True
USGALLUP.948.Q005,Undecided,6,"Suppose the (1976) Presidential election were being held today. If President Ford were the Republican candidate and Jimmy Carter were the Democratic candidate, which would you like to see win? (If 'Undecided' or 'Other', ask:) As of today, do you lean more to Ford, the Republican, or to Carter, the Democrat?",,,03/29/1976,Gallup Organization,,Gallup Poll (AIPO),03/26/1976,03/29/1976,Y,National Adult,1544,,Face-to-face interview,,True
USCBSNYT.76DEB1.Q01,Strong Ford,29,"If the (1976) Presidential election were being held today, which candidate would you vote for--Gerald Ford, the Republican, or Jimmy Carter, the Democrat? (If Ford/Carter, ask:) How strongly would you say you favor him: very strongly or not so strongly? (If Undecided, ask:) Well, as of today, do you lean more toward Ford or more toward Carter?",,,09/30/1976,CBS News; New York Times,,CBS News/New York Times Poll,09/24/1976,09/25/1976,Y,Registered Voters,1167,,Telephone Interview,,True
USCBSNYT.76DEB1.Q01,Ford,8,"If the (1976) Presidential election were being held today, which candidate would you vote for--Gerald Ford, the Republican, or Jimmy Carter, the Democrat? (If Ford/Carter, ask:) How strongly would you say you favor him: very strongly or not so strongly? (If Undecided, ask:) Well, as of today, do you lean more toward Ford or more toward Carter?",,,09/30/1976,CBS News; New York Times,,CBS News/New York Times Poll,09/24/1976,09/25/1976,Y,Registered Voters,1167,,Telephone Interview,,True
USCBSNYT.76DEB1.Q01,Leaning Ford,10,"If the (1976) Presidential election were being held today, which candidate would you vote for--Gerald Ford, the Republican, or Jimmy Carter, the Democrat? (If Ford/Carter, ask:) How strongly would you say you favor him: very strongly or not so strongly? (If Undecided, ask:) Well, as of today, do you lean more toward Ford or more toward Carter?",,,09/30/1976,CBS News; New York Times,,CBS News/New York Times Poll,09/24/1976,09/25/1976,Y,Registered Voters,1167,,Telephone Interview,,True
USCBSNYT.76DEB1.Q01,Leaning Carter,9,"If the (1976) Presidential election were being held today, which candidate would you vote for--Gerald Ford, the Republican, or Jimmy Carter, the Democrat? (If Ford/Carter, ask:) How strongly would you say you favor him: very strongly or not so strongly? (If Undecided, ask:) Well, as of today, do you lean more toward Ford or more toward Carter?",,,09/30/1976,CBS News; New York Times,,CBS News/New York Times Poll,09/24/1976,09/25/1976,Y,Registered Voters,1167,,Telephone Interview,,True
USCBSNYT.76DEB1.Q01,Carter,10,"If the (1976) Presidential election were being held today, which candidate would you vote for--Gerald Ford, the Republican, or Jimmy Carter, the Democrat? (If Ford/Carter, ask:) How strongly would you say you favor him: very strongly or not so strongly? (If Undecided, ask:) Well, as of today, do you lean more toward Ford or more toward Carter?",,,09/30/1976,CBS News; New York Times,,CBS News/New York Times Poll,09/24/1976,09/25/1976,Y,Registered Voters,1167,,Telephone Interview,,True
USCBSNYT.76DEB1.Q01,Strong Carter,24,"If the (1976) Presidential election were being held today, which candidate would you vote for--Gerald Ford, the Republican, or Jimmy Carter, the Democrat? (If Ford/Carter, ask:) How strongly would you say you favor him: very strongly or not so strongly? (If Undecided, ask:) Well, as of today, do you lean more toward Ford or more toward Carter?",,,09/30/1976,CBS News; New York Times,,CBS News/New York Times Poll,09/24/1976,09/25/1976,Y,Registered Voters,1167,,Telephone Interview,,True
USCBSNYT.76DEB1.Q01,Someone else (Vol.),1,"If the (1976) Presidential election were being held today, which candidate would you vote for--Gerald Ford, the Republican, or Jimmy Carter, the Democrat? (If Ford/Carter, ask:) How strongly would you say you favor him: very strongly or not so strongly? (If Undecided, ask:) Well, as of today, do you lean more toward Ford or more toward Carter?",,,09/30/1976,CBS News; New York Times,,CBS News/New York Times Poll,09/24/1976,09/25/1976,Y,Registered Voters,1167,,Telephone Interview,,True
USCBSNYT.76DEB1.Q01,Don't know,8,"If the (1976) Presidential election were being held today, which candidate would you vote for--Gerald Ford, the Republican, or Jimmy Carter, the Democrat? (If Ford/Carter, ask:) How strongly would you say you favor him: very strongly or not so strongly? (If Undecided, ask:) Well, as of today, do you lean more toward Ford or more toward Carter?",,,09/30/1976,CBS News; New York Times,,CBS News/New York Times Poll,09/24/1976,09/25/1976,Y,Registered Voters,1167,,Telephone Interview,,True
USCBSNYT.76DEB1.Q01,No answer/Refused,1,"If the (1976) Presidential election were being held today, which candidate would you vote for--Gerald Ford, the Republican, or Jimmy Carter, the Democrat? (If Ford/Carter, ask:) How strongly would you say you favor him: very strongly or not so strongly? (If Undecided, ask:) Well, as of today, do you lean more toward Ford or more toward Carter?",,,09/30/1976,CBS News; New York Times,,CBS News/New York Times Poll,09/24/1976,09/25/1976,Y,Registered Voters,1167,,Telephone Interview,,True
USGALLUP.959.Q016M,Ford,64,"Please tell me whether you feel this group would be better off with Ford as the next president, or with Carter as the next President? Upper-income people",,,09/27/1976,Gallup Organization,,Gallup Poll (AIPO),09/24/1976,09/27/1976,Y,National Adult,1498,,Face-to-face interview,,False
USGALLUP.959.Q016M,Carter,15,"Please tell me whether you feel this group would be better off with Ford as the next president, or with Carter as the next President? Upper-income people",,,09/27/1976,Gallup Organization,,Gallup Poll (AIPO),09/24/1976,09/27/1976,Y,National Adult,1498,,Face-to-face interview,,False
USGALLUP.959.Q016M,No difference (vol.),8,"Please tell me whether you feel this group would be better off with Ford as the next president, or with Carter as the next President? Upper-income people",,,09/27/1976,Gallup Organization,,Gallup Poll (AIPO),09/24/1976,09/27/1976,Y,National Adult,1498,,Face-to-face interview,,False
USGALLUP.959.Q016M,Undecided,13,"Please tell me whether you feel this group would be better off with Ford as the next president, or with Carter as the next President? Upper-income people",,,09/27/1976,Gallup Organization,,Gallup Poll (AIPO),09/24/1976,09/27/1976,Y,National Adult,1498,,Face-to-face interview,,False
USHARRIS.091376.R1G,Ford,39,"Now, if you had to choose, who do you think could do a better job as President on...Persuading big business to invest to make the economy grow--Gerald Ford or Jimmy Carter?",,,09/13/1976,Louis Harris & Associates,,Harris Survey,08/1/1976,08/31/1976,N,Likely voters,1381,,Telephone Interview,Exact interview dates unknown (late August),False
USHARRIS.091376.R1G,Carter,38,"Now, if you had to choose, who do you think could do a better job as President on...Persuading big business to invest to make the economy grow--Gerald Ford or Jimmy Carter?",,,09/13/1976,Louis Harris & Associates,,Harris Survey,08/1/1976,08/31/1976,N,Likely voters,1381,,Telephone Interview,Exact interview dates unknown (late August),False
USHARRIS.091376.R1G,Not sure,23,"Now, if you had to choose, who do you think could do a better job as President on...Persuading big business to invest to make the economy grow--Gerald Ford or Jimmy Carter?",,,09/13/1976,Louis Harris & Associates,,Harris Survey,08/1/1976,08/31/1976,N,Likely voters,1381,,Telephone Interview,Exact interview dates unknown (late August),False
USGALLUP.959.Q015D,Ford,42,"Regardless of which man you happen to prefer (for president in 1976)--Ford or Carter--please tell me which one you, yourself, feel would do a better job of: Keeping the U.S. out of war?",,,09/27/1976,Gallup Organization,,Gallup Poll (AIPO),09/24/1976,09/27/1976,Y,National Adult,1498,,Face-to-face interview,,False
USGALLUP.959.Q015D,Carter,28,"Regardless of which man you happen to prefer (for president in 1976)--Ford or Carter--please tell me which one you, yourself, feel would do a better job of: Keeping the U.S. out of war?",,,09/27/1976,Gallup Organization,,Gallup Poll (AIPO),09/24/1976,09/27/1976,Y,National Adult,1498,,Face-to-face interview,,False
USGALLUP.959.Q015D,Undecided,31,"Regardless of which man you happen to prefer (for president in 1976)--Ford or Carter--please tell me which one you, yourself, feel would do a better job of: Keeping the U.S. out of war?",,,09/27/1976,Gallup Organization,,Gallup Poll (AIPO),09/24/1976,09/27/1976,Y,National Adult,1498,,Face-to-face interview,,False
USHARRIS.030476.R1,Ford,48,"Suppose for President this November (1976) it were between Gerald Ford for the Republicans and former Governor Jimmy Carter of Georgia for the Democrats. If you had to choose right now, would you vote for Ford the Republican or for Carter the Democrat?",,Likely voters (72%),03/4/1976,Louis Harris & Associates,,Harris Survey,01/24/1976,01/31/1976,Y,National adult,1532,,Telephone Interview,,True
USHARRIS.030476.R1,Carter,37,"Suppose for President this November (1976) it were between Gerald Ford for the Republicans and former Governor Jimmy Carter of Georgia for the Democrats. If you had to choose right now, would you vote for Ford the Republican or for Carter the Democrat?",,Likely voters (72%),03/4/1976,Louis Harris & Associates,,Harris Survey,01/24/1976,01/31/1976,Y,National adult,1532,,Telephone Interview,,True
