QuestionID,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote,Approve,Disapprove,No Opinion
USGREEN.12DCNOV14.R18,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold. You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization. If you have no opinion or never heard of that person or organization, please say so.)...Mitt Romney...Give...Mitt Romney a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...Mitt Romney, or have you never heard of...Mitt Romney?",Mean = 50,nan,11/14/2012,Greenberg Quinlan Rosner Research,Democracy Corps; Women's Voices Women Vote,Democracy Corps/Women's Voices. Women Vote Poll,11/5/2012,11/7/2012,Y,National voters,1001,nan,Telephone Interview,National voters are those who voted/are almost certain to vote in the 2012 presidential election.  Results were weighted to reflect the national exit poll data.,47.0,40.0,13.0
31117496.00010,"(I'm going to read you the names of several individuals, items, and groups. Please tell me whether you have a generally favorable or unfavorable opinion of each one. If you've never heard of one please just say so.)...Mitt Romney...Is that strongly favorable/unfavorable or only somewhat?",nan,nan,06/18/2020,Beacon Research; Shaw & Co. Research,Fox News,"Biden widens lead over Trump; Republicans enthusiastic, but fear motivates Dems",06/13/2020,06/16/2020,Y,National registered voters with an oversample of Blacks,1343,nan,"Telephone Interview, Cell Phone; Telephone Interview, Landline",nan,43.0,45.0,14.0
USABCWP.102212.R09B,"Overall, do you have a favorable or unfavorable impression of...Mitt Romney? (If Favorable/Unfavorable, ask:) Do you feel that way strongly or somewhat?",nan,nan,10/22/2012,ABC News; Washington Post,nan,ABC News/Washington Post Poll,10/18/2012,10/21/2012,Y,National adult,1376,nan,Telephone Interview,The survey was produced for ABC News by Langer Research Associates.  Interviews were conducted by Abt SRBI.  The interviews included landline and cell-phone-only respondents.,50.0,47.0,3.0
USGREEN.12DCNOV09.R17,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold. You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization. If you have no opinion or never heard of that person or organization, please say so.)...Mitt Romney...Give...Mitt Romney a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...Mitt Romney, or have you never heard of...Mitt Romney?",Mean = 47.1,nan,11/9/2012,Greenberg Quinlan Rosner Research,Democracy Corps,Democracy Corps Poll,11/6/2012,11/7/2012,Y,National voters,811,nan,Telephone Interview,Voters are registered voters who voted in the 2012 election.,46.0,45.0,9.0
USAP.102612G.R13B,"Do you have a favorable or unfavorable impression of...Mitt Romney? (If Favorable, ask:) Is that very favorable or somewhat favorable? (If Unfavorable, ask:) Is that very unfavorable or somewhat unfavorable?",nan,nan,10/25/2012,Gfk Roper Public Affairs & Corporate Communications,Associated Press,Associated Press/Gfk Poll,10/19/2012,10/23/2012,Y,National adult,1186,nan,Telephone Interview,Interviews were conducted with respondents on landline telephones and cellular telephones.,46.0,45.0,9.0
USASFOX.121416.R12,(I'm going to read you the names of several individuals. Please tell me whether you have a generally favorable or unfavorable opinion of each one. If you've never heard of one please just say so.)...Mitt Romney...Is that strongly favorable/unfavorable or only somewhat?,nan,nan,12/14/2016,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Poll,12/11/2016,12/13/2016,Y,National registered voters,544,Q12,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI)","426 respondents were interviewed on a landline telephone, and 608 were interviewed on a cell phone. Interviews were conducted by Braun Research.",45.0,45.0,10.0
USORC.112612A.R04G,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...Mitt Romney",nan,nan,11/26/2012,Opinion Research Corporation,Cable News Network (CNN),CNN/ORC International Poll,11/16/2012,11/18/2012,Y,National adult,1023,Q4B,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The sample included 758 interviews among landline respondents and 265 interviews among cell phone respondents.,43.0,50.0,7.0
31116883.00019,"(Now, I'm going to mention some people in the news. For each, please tell me if your feelings are very favorable, mostly favorable, mostly unfavorable, or very unfavorable. If you don't know enough about the person to answer, just say so.)...Mitt Romney, United States senator from Utah",nan,nan,10/28/2019,Selzer & Co.,Grinnell College,"Job Approval Dips, Unfavorable Feelings Climb for President Trump",10/17/2019,10/23/2019,Y,National adult,1003,nan,"Telephone Interview, Cell Phone; Telephone Interview, Landline",nan,39.0,42.0,19.0
USMONM.121614.R02C,"(I'm going to read you a few names of people who might run for president in 2016. Please tell me if your general impression of each is favorable or unfavorable, or if you don't really have an opinion.)...Former Massachusetts Governor Mitt Romney",nan,Asked of Registered Republicans including leaners,12/16/2014,Monmouth University Polling Institute,nan,Monmouth University Poll,12/10/2014,12/14/2014,Y,National adult,331,QA6C,"Telephone Interview, Cell Phone; Telephone Interview, Landline","677 respondents were interviewed on landline telephones, and 331 on cell phones.",55.0,30.0,14.0
USEDISON.2012NATELEC.QN5,Is your opinion of Mitt Romney favorable or unfavorable?,nan,Asked of Form 5 (1/5 sample),11/30/2012,Edison Media Research,"National Election Pool (ABC News, Associated Press, CBS News, CNN, Fox News, NBC News)",National Election Pool Exit Poll,11/6/2012,11/6/2012,Y,Exiting voters and Absentee/Early voters,26872,nan,Telephone Interview; On-site Questionnaire,There were five forms of the questionnaire which included some questions in common and some that were unique. The study included a telephone survey of 4389 absentee/early voters. The telephone data was combined with the self-administered exit poll data.,48.0,52.0,0.0
USPSRA.100812.R15B,"Is your overall opinion of...Mitt Romney very favorable, mostly favorable, mostly unfavorable, or very unfavorable?",nan,nan,10/8/2012,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,Pew Research Center for the People & the Press Political Survey,10/4/2012,10/7/2012,Y,National adult,1511,Q15B,"Telephone Interview, Cell Phone; Telephone Interview, Landline","906 respondents were interviewed on a landline telephone, and 605 were interviewed on a cell phone, including 291 who had no landline telephone.",46.0,47.0,8.0
USAP.022615G.R01M,"(For each of the following individuals, please select if you have a favorable or unfavorable impression of that person. If you don't know enough about the person to have an opinion, you can say that too....Very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, don't know enough to say)...Mitt Romney",nan,nan,02/26/2015,GfK Knowledge Networks,Associated Press,Associated Press/GfK Knowledge Networks Poll,01/29/2015,02/2/2015,Y,National adult,1045,nan,Telephone Interview,"The poll was fielded by GfK Knowledge Networks using its national KnowledgePanel. The KnowledgePanel is a nationally representative probability sample of the U.S. adult population. Panelists are recruited by randomly selecting residential addresses using a process called address-based sampling (ABS). Since nearly 3-in-10 U.S. households do not have home Internet access, respondent households who do not have Internet access or own a computer are provided Internet service and a netbook computer to ensure that panel respondents are representative of the U.S. adult population. Unlike opt-in panels, households are not permitted to ""self-select"" into KnowledgePanel; nor are they allowed to participate in many surveys per week.",35.0,44.0,22.0
31117210.00019,"(Next, we'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of that person--or if you have never heard of them.) How about...Utah senator, Mitt Romney",nan,nan,03/10/2020,Gallup Organization,nan,Approval of U.S. Congressional Republicans Tops Democrats,02/17/2020,02/28/2020,Y,National adult,1020,nan,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The sample includes 30% landline and 70% cell phone respondents.,39.0,46.0,15.0
USGALLUP.071916.R01F,"(Next, we'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of that person--or if you have never heard of them.)...Mitt Romney",nan,nan,07/19/2016,Gallup Organization,nan,Gallup Poll,07/13/2016,07/17/2016,Y,National adult,1023,nan,Telephone Interview,Interviews were conducted with respondents on landline telephones and cellular phones. The sample includes 40% landline and 60% cell phone respondents.,35.0,51.0,14.0
31121012.00028,"(Do you have a favorable or unfavorable opinion about each of the following leaders or public figures, or are you unfamiliar with them?...Very favorable, somewhat favorable, lean favorable, lean unfavorable, somewhat unfavorable, very unfavorable, never heard of them)...Mitt Romney",nan,nan,04/29/2024,Ipsos,With Honor,"Americans view country as deeply divided, but believe most have much in common - Pt. 1",01/3/2024,01/7/2024,Y,National adult,2027,nan,Web-based survey,nan,35.0,40.0,26.0
USTARR.12BATT3.R06,"(Now I would like to read you the names of several individuals.  For each one, please tell me whether you have heard of that person and if so, whether you have a favorable or an unfavorable impression of that person.  If you do not recognize the name, just say so.)...Mitt Romney...(If Favorable/Unfavorable, ask:) Would that be a strongly favorable/unfavorable impression or just a somewhat favorable/unfavorable impression?",nan,nan,08/13/2012,Tarrance Group; Lake Research Partners,Politico; George Washington University,Politico/George Washington University Battleground 2012 Survey,08/5/2012,08/9/2012,Y,National likely voters,1000,nan,Telephone Interview,Likely voters are registered voters who said they are somewhat/very/extremely likely to vote in 2012.,46.0,46.0,8.0
31115162.00005,"(I'm going to read the names of some public figures. After each one tell me if your opinion is favorable, unfavorable, or you don't know enough to have an opinion.)...Mitt Romney",nan,nan,03/1/2012,The Sharkey Institute,Seton Hall University,SETON HALL SPORTS POLL FINDS ‘TEBOW-MANIA’ IMPACT ON NFL GREATER THAN ‘LIN-SANITY’ IMPACT ON NBA BY 2 TO 1,02/27/2012,02/29/2012,Y,National adult,1001,nan,"Telephone Interview, Cell Phone; Telephone Interview, Landline",nan,33.0,41.0,27.0
USSELZER.092612B.R06,"(Now, I'm going to mention some people and groups in the news recently.  For each, please tell me if your feelings are very favorable, mostly favorable, mostly unfavorable, or very unfavorable.  If you don't know enough to answer, just say so.)...Mitt Romney, (2012) Republican candidate for president and former governor of Massachusetts",nan,nan,09/26/2012,Selzer & Co.,Bloomberg News,Bloomberg Poll,09/21/2012,09/24/2012,Y,National adult,1007,nan,Telephone Interview,Interviews were conducted by landline and cell phones.,43.0,50.0,7.0
