QuestionID,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote,Approve,Disapprove,No Opinion
USAP.101911G.R03A,"Do you have a favorable or unfavorable impression of...Barack Obama? (If Favorable, ask:) Is that very favorable or somewhat favorable? (If Unfavorable, ask:) Is that very unfavorable or somewhat unfavorable?",* = less than .5%.,nan,10/20/2011,Gfk Roper Public Affairs & Corporate Communications,Associated Press,Associated Press/Gfk Poll,10/13/2011,10/17/2011,Y,National adult,1000,nan,Telephone Interview,"Interviews were conducted with 700 respondents on landline telephones, and 300 on cellular phones.",54.0,45.0,2.0
USCBSNYT.011812.R21,"Is your opinion of Barack Obama favorable, not favorable, undecided, or haven't you heard enough about Barack Obama yet to have an opinion?",nan,Registered voters,01/18/2012,CBS News; New York Times,nan,CBS News/New York Times Poll,01/12/2012,01/17/2012,Y,National adult,1154,Q21,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The interviews were conducted by land-line and cell phones.,38.0,45.0,17.0
USGREEN.11DCMAR.R15,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...Barack Obama...Give...Barack Obama a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...Barack Obama, or have you never heard of...Barack Obama?",Mean = 52.0,nan,03/22/2011,Greenberg Quinlan Rosner Research,Democracy Corps,Democracy Corps Poll,03/13/2011,03/17/2011,Y,Likely voters in 50 most competitive Republican battleground districts,1000,nan,Telephone Interview,Likely voters are registered voters who voted in the 2008 and 2010 elections/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote in the 2012 election.,51.0,41.0,8.0
USCBSNYT.051412.R06,"Is your opinion of Barack Obama favorable, not favorable, undecided, or haven't you heard enough about Barack Obama yet to have an opinion?",nan,Registered voters,05/14/2012,CBS News; New York Times,nan,CBS News/New York Times Poll,05/11/2012,05/13/2012,Y,Callback adult,615,RQ6,"Telephone Interview, Cell Phone; Telephone Interview, Landline","The interviews were conducted by land-line and cell phones.  The respondents were first interviewed for a CBS News/New York Times Poll conducted April 13-17, 2012",45.0,45.0,11.0
USMARIST.032712M.R10,"Overall, do you have a favorable or an unfavorable impression of Barack Obama?",nan,Asked of Registered voters (78%),03/27/2012,Marist College Institute for Public Opinion,McClatchy,McClatchy/Marist Poll,03/20/2012,03/22/2012,Y,National adult,1080,nan,Telephone Interview,Interviews were conducted by landline and cell phones.,50.0,46.0,3.0
USPSRA.031412.R05A,"And how about...Barack Obama?  Is your overall opinion of...Barack Obama very favorable, mostly favorable, mostly unfavorable, or very unfavorable?",* = less than .5%.,nan,03/14/2012,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,Pew Research Center for the People & the Press Political Survey,03/7/2012,03/11/2012,Y,National adult,1503,Q5A,"Telephone Interview, Cell Phone; Telephone Interview, Landline","900 respondents were interviewed on a landline telephone, and 603 were interviewed on a cell phone, including 310 who had no landline telephone.",56.0,41.0,3.0
USASFOX.011512.R04,"(I'm going to read the names of some people.  Please tell me whether you have a generally favorable or unfavorable opinion of each.  If you've never heard of one, please just say so.)...Barack Obama",nan,nan,01/15/2012,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Poll,01/12/2012,01/14/2012,Y,Registered voters,907,Q2,"Telephone Interview, Cell Phone; Telephone Interview, Landline",Respondents were interviewed on landline and cell phones. Interviews were conducted by Braun Research.,51.0,46.0,3.0
USAP.050912G.R03A,"Do you have a favorable or unfavorable impression of...Barack Obama? (If Favorable, ask:) Is that very favorable or somewhat favorable? (If Unfavorable, ask:) Is that very unfavorable or somewhat unfavorable?",* = less than .5%.,nan,05/9/2012,Gfk Roper Public Affairs & Corporate Communications,Associated Press,Associated Press/Gfk Poll,05/3/2012,05/7/2012,Y,National adult,1004,nan,Telephone Interview,Interviews were conducted with 703 respondents on landline telephones and  301 respondents on cellular telephones.,58.0,38.0,4.0
USGALLUP.12FEB016.R02A,"Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.  How about...Barack Obama?",nan,nan,02/23/2012,Gallup Organization,USA Today,Gallup/USA Today Poll,02/16/2012,02/19/2012,Y,National adult,1014,Q2A,"Telephone Interview, Cell Phone; Telephone Interview, Landline",Interviews were conducted with respondents on landline telephones and cellular phones.,50.0,48.0,2.0
USGREEN.11DCAUG.R020,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please just say so.)...Barack Obama...Give...Barack Obama a rating, with 100 meaning a very warm, favorable, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...Barack Obama, or have you never heard of...Barack Obama?",Mean = 51.0,nan,08/12/2011,Greenberg Quinlan Rosner Research,Democracy Corps; Women's Voices Women Vote,Democracy Corps/Women's Voices.Women Vote  Poll,08/6/2011,08/10/2011,Y,"National likely voters including oversamples of unmarried women, youth, and non-whites",1000,nan,Telephone Interview,Likely voters are registered voters who voted in the 2008 election/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote in the 2012 election.  Results were weighted to be representative of a national likely voter sample.,48.0,42.0,10.0
USCBSNYT.031212.R24,"Is your opinion of Barack Obama favorable, not favorable, undecided, or haven't you heard enough about Barack Obama yet to have an opinion?",nan,Registered voters,03/12/2012,CBS News; New York Times,nan,CBS News/New York Times Poll,03/7/2012,03/11/2012,Y,National adult,1009,Q24,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The interviews were conducted by land-line and cell phones.,41.0,41.0,18.0
USQUINN.083111.R11,"Is your opinion of--Barack Obama favorable, unfavorable or haven't you heard enough about him?",nan,nan,08/31/2011,Quinnipiac University Polling Institute,nan,Quinnipiac University Poll,08/16/2011,08/27/2011,Y,National registered voters,2730,nan,Telephone Interview,The interviews included landline and cell phones.,47.0,47.0,6.0
USLD.110911HU.R04,"Now I'd like to ask you about some people who have been mentioned in the news recently.  For each, please tell me whether you have heard of the person, and if your impression is favorable or unfavorable.  How about...Barack Obama? (If Favorable/Unfavorable, ask:) Is that very or somewhat favorable/unfavorable?",* = less than .5%.,nan,11/9/2011,Latino Decisions,Univision News,Univision News/Latino Decisions Poll,10/21/2011,11/1/2011,Y,National Adult Registered Voters,1000,nan,Telephone Interview,Interviews were conducted by Pacific Market Research.  There was a parallel survey of national adult Hispanic registered voters.,68.0,25.0,4.0
USGREEN.12DCJAN.R019,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...Barack Obama...Give...Barack Obama a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...Barack Obama, or have you never heard of...Barack Obama?",Mean = 50.8.,nan,01/13/2012,Greenberg Quinlan Rosner Research,Democracy Corps,Democracy Corps Poll,01/8/2012,01/11/2012,Y,National likely voters,1000,nan,Telephone Interview,"Likely voters are registered voters who voted in the 2008 election/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote in the 2012 election.  820 respondents were interviewed on landline telephones, and 180 on cell phones.",49.0,41.0,10.0
USCBS.201104B.Q10,"We'd like to get your opinion of some people in the news.  For each of the following people, please say whether your opinion is favorable, not favorable, undecided, or whether you haven't heard enough about him or her yet to have an opinion....Barack Obama",* = less than .5%.,Asked of half sample,05/31/2011,CBS News,60 Minutes; Vanity Fair,CBS News Poll,04/28/2011,05/1/2011,Y,National adult,848,Q10,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The interviews were conducted by land-line and cell phones.,45.0,31.0,24.0
USAYRES.11RESROCT.R10,"I would like to read you a list of names of people and groups and have you tell me, for each one, whether you've heard of that person or group and, if so, whether you have a favorable or unfavorable opinion of them.  If you haven't heard of the person or group, just say so....Barack Obama...(If Favorable/Unfavorable, ask:) Would that be very favorable/unfavorable or just somewhat favorable/unfavorable?",nan,nan,11/8/2011,"Ayres, McHenry & Associates",Resurgent Republic,Resurgent Republic Survey,10/30/2011,11/2/2011,Y,National registered voters,1000,nan,Telephone Interview,Interviews were conducted by landline and cell phones.,51.0,45.0,4.0
31116136.00002,"Is your opinion of Barack Obama favorable, unfavorable or haven't you heard enough about him?",nan,nan,05/16/2012,Quinnipiac University Polling Institute,nan,"Christie Would Be Unhappy 'second Fiddle,' New Jersey Voters Tell Quinnipiac University Poll; Menendez Can't Break 50 Percent Against Unknown",05/9/2012,05/14/2012,Y,New Jersey registered voters,1582,nan,"Telephone Interview, Cell Phone; Telephone Interview, Landline",nan,54.0,41.0,6.0
USPRRI.12JEWVAL.R15B,"(Now we would like your views on some political leaders and groups.  Please say whether your overall opinion of each of the following is very favorable, mostly favorable, mostly unfavorable, or very unfavorable.)...Barack Obama",nan,nan,04/3/2012,Public Religion Research Institute,nan,Public Religion Research Institute Jewish Values Survey,02/23/2012,03/5/2012,Y,Self-identified Jewish adults in the United States,1004,Q15B,Web-based survey,"Interviews were conducted by Knowledge Networks using its national panel which is randomly selected from the entire national population and subsequently provided Internet access, if needed.  Only self-identified Jewish Americans were interviewed.  The population of Jewish Americans was determined by using two separate screening questions that were designed to identify the Core Jewish Population, a category with a long history in Jewish demography, consisting of self-identifying Jews by religion and persons who consider themselves Jewish (e.g., ethnically or culturally) but who claim no religion.  The results were weighted to Interviews were conducted by Knowledge Networks using its national panel which is randomly selected from the entire national population and subsequently provided Internet access, if needed.  Only self-identified Jewish Americans were interviewed.  The population of Jewish Americans was determined by using two separate screening questions that were designed to identify the Core Jewish Population, a category with a long history in Jewish demography, consisting of self-identifying Jews by religion and persons who consider themselves Jewish (e.g., ethnically or culturally) but who claim no religion.  The results were weighted to be representative of a national adult Jewish American sample.  The survey was funded by the Nathan Cummings Foundation.",61.0,37.0,2.0
31120796.00016,Please say if you have a favorable or unfavorable opinion of the following presidential candidates....How about Barack Obama?,nan,Asked of likely voters,05/23/2012,Public Policy Institute of California (PPIC),nan,"Drop in Support for Cigarette Tax, Most Back Term Limits Change",05/14/2012,05/20/2012,Y,Adult residents of California,2002,nan,"Telephone Interview, Cell Phone; Telephone Interview, Landline",nan,52.0,45.0,4.0
USMARIST.120809.R05,"Overall, do you have a favorable or an unfavorable impression of Barack Obama?",nan,Registered voters,12/8/2009,Marist College Institute for Public Opinion,nan,Marist Poll,12/2/2009,12/7/2009,Y,National adult,1034,nan,Telephone Interview,"Interviews were conducted December 2-3 and 7, 2009 by landline and cell phones.",55.0,41.0,4.0
USMARIST.112310M.R08,"Overall, do you have a favorable or an unfavorable impression of Barack Obama?",nan,Registered voters,11/23/2010,Marist College Institute for Public Opinion,nan,McClatchy/Marist Poll,11/15/2010,11/18/2010,Y,National adult,1020,nan,Telephone Interview,The interviews included landline and cell phone respondents.,47.0,49.0,4.0
USMARIST.020810.R04,"Overall, do you have a favorable or an unfavorable impression of Barack Obama?",nan,Registered voters,02/8/2010,Marist College Institute for Public Opinion,nan,Marist Poll,02/1/2010,02/3/2010,Y,National adult,1072,nan,Telephone Interview,Interviews were conducted with respondents on landline and cell phones.,50.0,44.0,6.0
USGREEN.10DCNOV.R14,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...Barack Obama...Give...Barack Obama a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...Barack Obama, or have you never heard of...Barack Obama?",Mean = 50.1,nan,11/5/2010,Greenberg Quinlan Rosner Research,Democracy Corps; Campaign for America's Future,Democracy Corps/Campaign for America's Future Poll,11/2/2010,11/3/2010,Y,National voters,1000,nan,Telephone Interview,Voters are registered voters who voted in the 2008 election/weren't registered/ineligible/too young to vote.  156 respondents were interviewed by cell phone.,46.0,43.0,11.0
USTARR.09BATT2.R10,"Now I would like to read you the names of several individuals and organizations who have been mentioned in the news recently.  For each one, please tell me whether you have heard of that person or organization and if so, whether you have a favorable or an unfavorable impression of them.  If you do not recognize the name, just say so....Barack Obama...(If Favorable/Unfavorable, ask:) Would that be a strongly favorable/unfavorable impression or just a somewhat favorable/unfavorable impression?",* = less than .5%.,nan,12/16/2009,Tarrance Group; Lake Research Partners,George Washington University,George Washington University Battleground 2010 Survey,12/6/2009,12/10/2009,Y,National likely voters,1000,nan,Telephone Interview,Likely voters are registered voters who said they are somewhat/very/extremely likely to vote in the 2010 election.,57.0,40.0,3.0
31117810.00032,We’d like you to rate Barack Obama using something we call the feeling thermometer. Ratings between 50 and 100 degrees mean that you feel favorably and warm toward Obama; ratings between 0 and 50 degrees mean that you don’t feel favorably toward Obama and that you don't care too much for him. You would rate him at the 50 degree mark if you don’t feel particularly warm or cold toward Obama. How do you rate Barack Obama on this thermometer?,"This question was asked as part of an experiment to test whether a frame that makes a consideration accessible by denying its applicability generates a framing effect. Three experimental conditions and one control condition were included in each condition for a total of 2,365 respondents. In each of the three experimental conditions, respondents were presented with different framings of where blame lies in the economic conditions of the day (uncertain, President is responsible, President is not responsible) and then asked whether they believe that President Barack Obama is responsible. Control condition respondents were not presented with information on current economic conditions and were not asked to answer the attribution question. All respondents were asked to evaluate President Obama’s overall job performance and his handling of foreign, economic, healthcare, education, and energy policy. This allowed for comparison of how accessibility of considerations affect an individual’s evaluation of presidential job performance.","Asked of treatment group 3, respondents who were told that the President was not responsible for current economic conditions (n=590)",11/25/2020,Knowledge Networks,"Newman, Brian",TESS Survey,12/16/2010,12/28/2010,Y,National adults who completed the Public Affairs profile survey,2365,nan,Web-based survey,"Weighted results shown. Individual-level unweighted data with weight variable available for download 
for further analyses. Full treatment information available in Downloads.",47.0,34.0,19.0
USODFOX.090310A.R07,"(I'm going to read you the names of several individuals and groups.  Please tell me whether you have a generally favorable or unfavorable opinion of each one.  If you've never heard of someone, please just say so.)...Barack Obama",nan,nan,09/3/2010,Opinion Dynamics,Fox News,FOX News/Opinion Dynamics Poll,09/1/2010,09/2/2010,Y,National registered voters,900,nan,Telephone Interview,nan,50.0,46.0,4.0
USCBS.101910.R24,"Is your opinion of Barack Obama favorable, not favorable, undecided, or I haven't heard enough about Barack Obama yet to have an opinion?",nan,nan,10/19/2010,CBS News,nan,CBS News Poll,10/7/2010,10/14/2010,Y,National adults who voted for Barack Obama for president in 2008,1077,nan,Web-based survey,"The poll was fielded by Knowledge Networks using its national panel, which is randomly selected from the entire national adult population and subsequently provided Internet access if needed.",74.0,14.0,11.0
USTARR.10BATT6.R07,"Now I would like to read you the names of several individuals who have been mentioned in the news recently.  For each one, please tell me whether you have heard of that person and if so, whether you have a favorable or an unfavorable impression of them.  If you do not recognize the name, just say so....Barack Obama...(If Favorable/Unfavorable, ask:) Would that be a strongly favorable/unfavorable impression or just a somewhat favorable/unfavorable impression?",nan,nan,10/25/2010,Tarrance Group; Lake Research Partners,Politico; George Washington University,Politico/George Washington University Battleground 2010 Survey,10/17/2010,10/20/2010,Y,National likely voters,1000,nan,Telephone Interview,"Likely voters are registered voters who said they are somewhat/very/extremely likely to vote in 2010, or they already voted.",46.0,51.0,4.0
USPSRA.2010WK1202.Q02A,"And how about...Barack Obama?  Would you say your overall opinion of...Barack Obama is very favorable, mostly favorable, mostly unfavorable, or very unfavorable?",* = less than .5%.,nan,12/31/2010,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,Pew Weekly News Interest Index Poll,12/2/2010,12/5/2010,Y,National adult,1003,PEW2A,"Telephone Interview, Cell Phone; Telephone Interview, Landline","671 respondents were interviewed on a landline telephone, and 332 were interviewed on a cell phone, including 146 who had no landline telephone.",55.0,43.0,2.0
USQUINN.112210.R07,"Is your opinion of--Barack Obama favorable, unfavorable or haven't you heard enough about him?",nan,nan,11/22/2010,Quinnipiac University Polling Institute,nan,Quinnipiac University Poll,11/8/2010,11/15/2010,Y,National registered voters,2424,nan,Telephone Interview,nan,48.0,48.0,4.0
USAYRES.10RESRJUN.R03,"I would like to read you a list of names and have you tell me, for each one, whether you've heard of that person or group and, if so, whether you have a favorable or unfavorable opinion of them.  If you haven't heard of the person or group, just say so....Barack Obama...(If Favorable/Unfavorable, ask:) Would that be very favorable/unfavorable or just somewhat favorable/unfavorable?",nan,nan,06/24/2010,"Ayers, McHenry & Associates",Resurgent Republic,Resurgent Republic Survey,06/20/2010,06/23/2010,Y,National likely voters,1000,nan,Telephone Interview,Interviews were conducted by landline and cell phones.  Likely voters are registered voters who are absolutely certain/very likely/somewhat likely to vote in the 2010 election for Congress.,49.0,45.0,5.0
USSELZER.101210.R16A,"Now, I'd like to mention some major economic and political figures and groups.  For each, please tell me if your feelings are very favorable, mostly favorable, mostly unfavorable, or very unfavorable.  If you don't know enough to answer, just say so....Barack Obama, President of the United States",nan,Likely voters,10/12/2010,Selzer & Co.,Bloomberg News,Bloomberg Poll,10/7/2010,10/10/2010,Y,National adult,1001,nan,Telephone Interview,nan,53.0,44.0,3.0
31117810.00021,"Please rate your feelings towards Barack Obama. Is your overall impression of him...favorable, somewhat favorable, neither favorable nor unfavorable, somewhat unfavorable, or unfavorable?","This question was asked as part of an experiment to test whether a frame that makes a consideration accessible by denying its applicability generates a framing effect. Three experimental conditions and one control condition were included in each condition for a total of 2,365 respondents. In each of the three experimental conditions, respondents were presented with different framings of where blame lies in the economic conditions of the day (uncertain, President is responsible, President is not responsible) and then asked whether they believe that President Barack Obama is responsible. Control condition respondents were not presented with information on current economic conditions and were not asked to answer the attribution question. All respondents were asked to evaluate President Obama’s overall job performance and his handling of foreign, economic, healthcare, education, and energy policy. This allowed for comparison of how accessibility of considerations affect an individual’s evaluation of presidential job performance.","Asked of treatment group 2, respondents who were told that the President was responsible for current economic conditions (n=580)",11/25/2020,Knowledge Networks,"Newman, Brian",TESS Survey,12/16/2010,12/28/2010,Y,National adults who completed the Public Affairs profile survey,2365,nan,Web-based survey,"Weighted results shown. Individual-level unweighted data with weight variable available for download 
for further analyses. Full treatment information available in Downloads.",41.0,39.0,20.0
USGREEN.10DCMAY15.R15,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...Barack Obama...Give...Barack Obama a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...Barack Obama, or have you never heard of...Barack Obama?",Mean = 50.2,nan,06/3/2010,Greenberg Quinlan Rosner Research,Democracy Corps,Democracy Corps/Third Way Poll,05/15/2010,05/18/2010,Y,National voters,1000,nan,Telephone Interview,Voters are registered voters who voted in the 2008 election/weren't registered/ineligible/too young to vote. 147 respondents were in cell phones.,47.0,42.0,11.0
USODFOX.102910.R11,"(I'm going to read you the names of several individuals and groups.  Please tell me whether you have a generally favorable or unfavorable opinion of each one.  If you've never heard of someone, please just say so.)...Barack Obama",nan,nan,10/29/2010,Opinion Dynamics,Fox News,FOX News/Opinion Dynamics Poll,10/26/2010,10/28/2010,Y,National registered voters,1200,nan,Telephone Interview,nan,47.0,48.0,5.0
USCBSNYT.012011.R16,"Is your opinion of Barack Obama favorable, not favorable, undecided, or haven't you heard enough about Barack Obama yet to have an opinion?",nan,nan,01/20/2011,CBS News; New York Times,nan,CBS News/New York Times Poll,01/15/2011,01/19/2011,Y,National adult,1036,Q16,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The interviews were conducted by land-line and cell phones.,40.0,34.0,26.0
USSELZER.102810.R07A,"Tell me if your feelings are very favorable, mostly favorable, mostly unfavorable, or very unfavorable toward...Barack Obama, President of the United States.  If you don't know enough to answer, just say so.",Likely voters are those who will definitely vote in the 2010 elections/have already voted,Likely voters,10/28/2010,Selzer & Co.,Bloomberg News,Bloomberg Poll,10/24/2010,10/26/2010,Y,National adult,1447,nan,Telephone Interview,nan,49.0,38.0,3.0
USQUINN.072110.R18,"Is your opinion of--Barack Obama favorable, unfavorable, or haven't you heard enough about him?",nan,nan,07/21/2010,Quinnipiac University Polling Institute,nan,Quinnipiac University Poll,07/13/2010,07/19/2010,Y,National registered voters,2181,nan,Telephone Interview,nan,49.0,45.0,6.0
USGREEN.10COMCS.R12,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...Barack Obama...Give...Barack Obama a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...Barack Obama, or have you never heard of...Barack Obama?",Mean = 53.0,nan,02/8/2010,Greenberg Quinlan Rosner Research,"Common Cause, Change Congress, Public Campaign Action Fund",Common Cause/Change Congress/Public Campaign Action Fund Survey,02/2/2010,02/4/2010,Y,National likely voters,805,nan,Telephone Interview,Likely voters are registered voters who voted in the 2006 and 2008 elections/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote in the 2010 election.,49.0,40.0,11.0
USORC.103110.R11A,"We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them....Barack Obama",* = less than .5%.,nan,10/31/2010,Opinion Research Corporation,Cable News Network (CNN),CNN/Opinion Research Corporation Poll,10/27/2010,10/30/2010,Y,National adult,1006,Q11A,Telephone Interview,nan,48.0,48.0,3.0
USGREEN.10DCOCT09.R18,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...Barack Obama...Give...Barack Obama a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...Barack Obama, or have you never heard of...Barack Obama?",Mean = 50.3,nan,10/14/2010,Greenberg Quinlan Rosner Research,Democracy Corps,Democracy Corps Poll,10/9/2010,10/11/2010,Y,National likely voters,928,nan,Telephone Interview,Likely voters are registered voters who voted in the 2008 and 2006 elections/weren't registered/ineligible/too young to vote and said they are almost certain/probably/don't know if they will vote/have already voted in 2010.  19 respondents were interviewed by cell phone.,47.0,42.0,11.0
31115465.00017,"Is your general impression of Barack Obama favorable or unfavorable, or don’t you really have an opinion about him?",nan,nan,02/4/2010,Monmouth University Polling Institute,Monmouth University Polling Institute/Gannett New Jersey,"New Jersey To Obama: Some Accomplishments, More to Do",01/27/2010,01/31/2010,Y,Adult residents of New Jersey,803,nan,Telephone Interview,nan,61.0,26.0,13.0
USGREEN.10DCNOV02.R18,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...Barack Obama...Give...Barack Obama a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...Barack Obama, or have you never heard of...Barack Obama?",Mean = 51.5,nan,11/5/2010,Greenberg Quinlan Rosner Research,Democracy Corps; Campaign for America's Future,Democracy Corps/Campaign for America's Future Poll,11/2/2010,11/3/2010,Y,National voters,1000,nan,Telephone Interview,Voters are registered voters who voted in the 2008 election/weren't registered/ineligible/too young to vote.  156 respondents were interviewed by cell phone.,47.0,42.0,11.0
USABCWP.042810.R12,"Overall, do you have a favorable or unfavorable impression of Barack Obama? (If Favorable/Unfavorable, ask:) Do you feel that way strongly or somewhat?",nan,nan,04/28/2010,TNS Intersearch,ABC News; Washington Post,ABC News/Washington Post Poll,04/22/2010,04/25/2010,Y,National adult,1001,Q12,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The interviews included landline and cell-phone-only respondents.  The interviews were conducted by TNS Intersearch.,58.0,41.0,2.0
USTARR.10BATT5.R19,"(As you may already heard, there are likely to be several candidates and organizations that should have a prominent role in 2012 elections.  I would like to read you the names of several of these people or organizations.  For each one, please tell me whether you have heard of that person or organization and if so, whether you have a favorable or unfavorable impression of that person or organization.  If you do not recognize the name, just say so.)...Barack Obama...(If Favorable/Unfavorable, ask:) Would that be a strongly favorable/unfavorable impression or just a somewhat favorable/unfavorable impression?",* = less than .5%.,nan,09/27/2010,Tarrance Group; Lake Research Partners,Politico; George Washington University,Politico/George Washington University Battleground 2010 Survey,09/19/2010,09/22/2010,Y,National likely voters,1000,nan,Telephone Interview,Likely voters are registered voters who said they are somewhat/very/extremely like to vote in 2010.,54.0,45.0,2.0
USGREEN.10COURT.R22,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...Barack Obama...Give...Barack Obama a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...Barack Obama, or have you never heard of...Barack Obama?",Mean = 49,nan,05/5/2010,Greenberg Quinlan Rosner Research,MoveOn.org,MoveOn.org Supreme Court Survey,04/29/2010,05/3/2010,Y,National likely voters,801,nan,Telephone Interview,Likely voters are registered voters who voted in the 2006 and 2008 elections/weren't registered/ineligible/too young to vote and they are probably or almost certain to vote in the 2010 election.  123 respondents were interviewed on a cell phone.,45.0,45.0,10.0
